match_id,balls_per_over,team1,team2,gender,season,date,venue,city,toss_winner,toss_decision,player_of_match,umpire1,umpire2,tv_umpire,match_referee,winner,winner_runs,winner_wickets,outcome,bowl_out,reserve_umpire,event,match_number,method,eliminator,toss_uncontested
953347,6,Afghanistan,Zimbabwe,male,2015/16,2016-01-10,Sharjah Cricket Stadium,NA,Zimbabwe,field,Mohammad Shahzad,VA Kulkarni,C Shamshuddin,AK Chaudhary,DT Jukes,Afghanistan,81,NA,NA,NA,Iftikhar Ali,Afghanistan v Zimbabwe T20I Series,2,NA,NA,NA
914221,6,New Zealand,Pakistan,male,2015/16,2016-01-15,Eden Park,Auckland,New Zealand,field,Shahid Afridi,PD Jones,DJ Walker,BF Bowden,DC Boon,Pakistan,16,NA,NA,NA,WR Knights,Pakistan in New Zealand T20I Series,1,NA,NA,NA
914223,6,New Zealand,Pakistan,male,2015/16,2016-01-17,Seddon Park,Hamilton,Pakistan,bat,MJ Guptill,BF Bowden,DJ Walker,WR Knights,DC Boon,New Zealand,NA,10,NA,NA,CM Brown,Pakistan in New Zealand T20I Series,2,NA,NA,NA
958417,6,Bangladesh,Zimbabwe,male,2015/16,2016-01-17,Sheikh Abu Naser Stadium,Khulna,Bangladesh,bat,Sabbir Rahman,Anisur Rahman,Sharfuddoula,Enamul Haque,BC Broad,Bangladesh,42,NA,NA,NA,Gazi Sohel,Walton T20 Cricket Series,2,NA,NA,NA
958415,6,Bangladesh,Zimbabwe,male,2015/16,2016-01-15,Sheikh Abu Naser Stadium,Khulna,Zimbabwe,bat,H Masakadza,Enamul Haque,Sharfuddoula,Anisur Rahman,BC Broad,Bangladesh,NA,4,NA,NA,Gazi Sohel,Walton T20 Cricket Series,1,NA,NA,NA
958419,6,Bangladesh,Zimbabwe,male,2015/16,2016-01-20,Sheikh Abu Naser Stadium,Khulna,Zimbabwe,bat,MN Waller,Anisur Rahman,Enamul Haque,Sharfuddoula,BC Broad,Zimbabwe,31,NA,NA,NA,Masudur Rahman,Walton T20 Cricket Series,3,NA,NA,NA
914225,6,New Zealand,Pakistan,male,2015/16,2016-01-22,Westpac Stadium,Wellington,Pakistan,field,CJ Anderson,BF Bowden,DJ Walker,WR Knights,DC Boon,New Zealand,95,NA,NA,NA,AL Gillies,Pakistan in New Zealand T20I Series,3,NA,NA,NA
958421,6,Bangladesh,Zimbabwe,male,2015/16,2016-01-22,Sheikh Abu Naser Stadium,Khulna,Zimbabwe,bat,H Masakadza,Enamul Haque,Sharfuddoula,Anisur Rahman,BC Broad,Zimbabwe,18,NA,NA,NA,Masudur Rahman,Walton T20 Cricket Series,4,NA,NA,NA
895817,6,Australia,India,male,2015/16,2016-01-26,Adelaide Oval,NA,Australia,field,V Kohli,SD Fry,JD Ward,P Wilson,JJ Crowe,India,37,NA,NA,NA,GA Abood,India in Australia T20I Series,1,NA,NA,NA
953103,6,Hong Kong,Scotland,male,2015/16,2016-01-30,"Mission Road Ground, Mong Kok",Hong Kong,Hong Kong,field,Babar Hayat,Sarika Prasad,Tabarak Dar,NA,SR Bernard,Hong Kong,NA,9,NA,NA,IA Thomson,Scotland in Hong Kong T20I Series,1,NA,NA,NA
953105,6,Hong Kong,Scotland,male,2015/16,2016-01-31,"Mission Road Ground, Mong Kok",Hong Kong,Hong Kong,field,KJ Coetzer,Sarika Prasad,Tabarak Dar,NA,SR Bernard,Scotland,37,NA,NA,NA,IA Thomson,Scotland in Hong Kong T20I Series,2,NA,NA,NA
895819,6,Australia,India,male,2015/16,2016-01-29,Melbourne Cricket Ground,NA,Australia,field,V Kohli,SD Fry,P Wilson,JD Ward,JJ Crowe,India,27,NA,NA,NA,SJ Nogajski,India in Australia T20I Series,2,NA,NA,NA
895821,6,Australia,India,male,2015/16,2016-01-31,Sydney Cricket Ground,NA,Australia,bat,SR Watson,SD Fry,JD Ward,P Wilson,JJ Crowe,India,NA,7,NA,NA,GC Joshua,India in Australia T20I Series,3,NA,NA,NA
967081,6,United Arab Emirates,Netherlands,male,2015/16,2016-02-03,ICC Academy,Dubai,United Arab Emirates,field,Mudassar Bukhari,CK Nandan,Sarika Prasad,NA,DT Jukes,Netherlands,84,NA,NA,NA,Akbar Ali,NA,NA,NA,NA,NA
954735,6,Ireland,Papua New Guinea,male,2015/16,2016-02-07,Tony Ireland Stadium,Townsville,Papua New Guinea,field,NA,BB Pradhan,RJ Tucker,NA,SR Bernard,Ireland,7,NA,NA,NA,NA,Papua New Guinea v Ireland T20I Series,2,D/L,NA,NA
966373,6,United Arab Emirates,Scotland,male,2015/16,2016-02-04,ICC Academy,Dubai,United Arab Emirates,bat,Amjad Javed,CK Nandan,Sarika Prasad,NA,DT Jukes,United Arab Emirates,9,NA,NA,NA,Shiju Sam,NA,NA,NA,NA,NA
954737,6,Ireland,Papua New Guinea,male,2015/16,2016-02-09,Tony Ireland Stadium,Townsville,Papua New Guinea,bat,NA,BB Pradhan,RJ Tucker,NA,SR Bernard,Papua New Guinea,11,NA,NA,NA,NA,Papua New Guinea v Ireland T20I Series,3,NA,NA,NA
963697,6,India,Sri Lanka,male,2015/16,2016-02-09,Maharashtra Cricket Association Stadium,Pune,Sri Lanka,field,CAK Rajitha,VA Kulkarni,CK Nandan,AK Chaudhary,JJ Crowe,Sri Lanka,NA,5,NA,NA,VK Sharma,Sri Lanka in India T20I Series,1,NA,NA,NA
963699,6,India,Sri Lanka,male,2015/16,2016-02-12,JSCA International Stadium Complex,Ranchi,Sri Lanka,field,S Dhawan,AK Chaudhary,VA Kulkarni,CK Nandan,JJ Crowe,India,69,NA,NA,NA,A Deshmukh,Sri Lanka in India T20I Series,2,NA,NA,NA
954741,6,United Arab Emirates,Ireland,male,2015/16,2016-02-14,Sheikh Zayed Stadium,Abu Dhabi,United Arab Emirates,field,NA,Iftikhar Ali,Rabiul Hoque,NA,D Govindjee,Ireland,34,NA,NA,NA,Akbar Ali,Ireland in United Arab Emirates T20I Series,1,NA,NA,NA
963701,6,India,Sri Lanka,male,2015/16,2016-02-14,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,India,field,R Ashwin,AK Chaudhary,CK Nandan,VA Kulkarni,JJ Crowe,India,NA,9,NA,NA,PG Pathak,Sri Lanka in India T20I Series,3,NA,NA,NA
954743,6,United Arab Emirates,Ireland,male,2015/16,2016-02-16,Sheikh Zayed Stadium,Abu Dhabi,United Arab Emirates,bat,NA,Akbar Ali,Iftikhar Ali,NA,D Govindjee,United Arab Emirates,5,NA,NA,NA,Rabiul Hoque,Ireland in United Arab Emirates T20I Series,2,NA,NA,NA
966713,6,Afghanistan,United Arab Emirates,male,2015/16,2016-02-19,Khan Shaheb Osman Ali Stadium,Fatullah,United Arab Emirates,bat,NA,Sarika Prasad,Sharfuddoula,NA,RB Richardson,United Arab Emirates,16,NA,NA,NA,BB Pradhan,Asia Cup,1,NA,NA,NA
966735,6,Hong Kong,Oman,male,2015/16,2016-02-19,Khan Shaheb Osman Ali Stadium,Fatullah,Oman,bat,NA,Enamul Haque,BB Pradhan,NA,RB Richardson,Oman,5,NA,NA,NA,Anisur Rahman,Asia Cup,2,NA,NA,NA
800479,6,South Africa,England,male,2015/16,2016-02-19,Newlands,Cape Town,South Africa,field,Imran Tahir,JD Cloete,S George,AT Holdstock,AJ Pycroft,South Africa,NA,3,NA,NA,DJ Smith,England in South Africa T20I Series,1,NA,NA,NA
966737,6,Afghanistan,Oman,male,2015/16,2016-02-20,Khan Shaheb Osman Ali Stadium,Fatullah,Oman,bat,NA,Anisur Rahman,Sarika Prasad,NA,RB Richardson,Afghanistan,NA,3,NA,NA,Enamul Haque,Asia Cup,3,NA,NA,NA
966739,6,Hong Kong,United Arab Emirates,male,2015/16,2016-02-21,Khan Shaheb Osman Ali Stadium,Fatullah,Hong Kong,bat,NA,BB Pradhan,Sharfuddoula,NA,RB Richardson,United Arab Emirates,NA,6,NA,NA,Sarika Prasad,Asia Cup,4,NA,NA,NA
800481,6,South Africa,England,male,2015/16,2016-02-21,New Wanderers Stadium,Johannesburg,South Africa,field,AB de Villiers,JD Cloete,AT Holdstock,S George,AJ Pycroft,South Africa,NA,9,NA,NA,BP Jele,England in South Africa T20I Series,2,NA,NA,NA
966745,6,India,Bangladesh,male,2015/16,2016-02-24,Shere Bangla National Stadium,Dhaka,Bangladesh,field,RG Sharma,RSA Palliyaguruge,Shozab Raza,Enamul Haque,RB Richardson,India,45,NA,NA,NA,AK Chaudhary,Asia Cup,1,NA,NA,NA
966743,6,Oman,United Arab Emirates,male,2015/16,2016-02-22,Shere Bangla National Stadium,Mirpur,Oman,field,Muhammad Usman,Sarika Prasad,Sharfuddoula,Anisur Rahman,RB Richardson,United Arab Emirates,71,NA,NA,NA,BB Pradhan,Asia Cup,6,NA,NA,NA
966741,6,Afghanistan,Hong Kong,male,2015/16,2016-02-22,Shere Bangla National Stadium,Mirpur,Hong Kong,field,Mohammad Nabi,Enamul Haque,BB Pradhan,Anisur Rahman,RB Richardson,Afghanistan,66,NA,NA,NA,Sarika Prasad,Asia Cup,5,NA,NA,NA
966747,6,Sri Lanka,United Arab Emirates,male,2015/16,2016-02-25,Shere Bangla National Stadium,Mirpur,United Arab Emirates,field,SL Malinga,AK Chaudhary,Sharfuddoula,Anisur Rahman,RB Richardson,Sri Lanka,14,NA,NA,NA,Shozab Raza,Asia Cup,2,NA,NA,NA
966749,6,Bangladesh,United Arab Emirates,male,2015/16,2016-02-26,Shere Bangla National Stadium,Mirpur,United Arab Emirates,field,Mahmudullah,AK Chaudhary,RSA Palliyaguruge,Shozab Raza,RB Richardson,Bangladesh,51,NA,NA,NA,Sharfuddoula,Asia Cup,3,NA,NA,NA
966751,6,India,Pakistan,male,2015/16,2016-02-27,Shere Bangla National Stadium,Mirpur,India,field,V Kohli,RSA Palliyaguruge,Sharfuddoula,Enamul Haque,JJ Crowe,India,NA,5,NA,NA,Anisur Rahman,Asia Cup,4,NA,NA,NA
966753,6,Bangladesh,Sri Lanka,male,2015/16,2016-02-28,Shere Bangla National Stadium,Mirpur,Bangladesh,bat,Sabbir Rahman,AK Chaudhary,Shozab Raza,Anisur Rahman,JJ Crowe,Bangladesh,23,NA,NA,NA,Enamul Haque,Asia Cup,5,NA,NA,NA
966755,6,Pakistan,United Arab Emirates,male,2015/16,2016-02-29,Shere Bangla National Stadium,Mirpur,United Arab Emirates,bat,Shoaib Malik,Enamul Haque,RSA Palliyaguruge,AK Chaudhary,JJ Crowe,Pakistan,NA,7,NA,NA,Sharfuddoula,Asia Cup,6,NA,NA,NA
966757,6,India,Sri Lanka,male,2015/16,2016-03-01,Shere Bangla National Stadium,Mirpur,India,field,V Kohli,Anisur Rahman,Shozab Raza,Sharfuddoula,JJ Crowe,India,NA,5,NA,NA,Enamul Haque,Asia Cup,7,NA,NA,NA
966759,6,Bangladesh,Pakistan,male,2015/16,2016-03-02,Shere Bangla National Stadium,Mirpur,Pakistan,bat,Soumya Sarkar,AK Chaudhary,RSA Palliyaguruge,Enamul Haque,JJ Crowe,Bangladesh,NA,5,NA,NA,Shozab Raza,Asia Cup,8,NA,NA,NA
966761,6,India,United Arab Emirates,male,2015/16,2016-03-03,Shere Bangla National Stadium,Mirpur,United Arab Emirates,bat,RG Sharma,Sharfuddoula,Shozab Raza,RSA Palliyaguruge,JJ Crowe,India,NA,9,NA,NA,Anisur Rahman,Asia Cup,9,NA,NA,NA
966763,6,Pakistan,Sri Lanka,male,2015/16,2016-03-04,Shere Bangla National Stadium,Mirpur,Pakistan,field,Umar Akmal,AK Chaudhary,Enamul Haque,Sharfuddoula,JJ Crowe,Pakistan,NA,6,NA,NA,RSA Palliyaguruge,Asia Cup,10,NA,NA,NA
884347,6,South Africa,Australia,male,2015/16,2016-03-04,Kingsmead,Durban,Australia,bat,DA Miller,S George,AT Holdstock,BP Jele,RB Richardson,South Africa,NA,3,NA,NA,DJ Smith,Australia in South Africa T20I Series,1,NA,NA,NA
966765,6,Bangladesh,India,male,2015/16,2016-03-06,Shere Bangla National Stadium,Mirpur,India,field,S Dhawan,RSA Palliyaguruge,Shozab Raza,Enamul Haque,JJ Crowe,India,NA,8,NA,NA,AK Chaudhary,Asia Cup,NA,NA,NA,NA
884349,6,South Africa,Australia,male,2015/16,2016-03-06,New Wanderers Stadium,Johannesburg,Australia,field,DA Warner,S George,AT Holdstock,BP Jele,RB Richardson,Australia,NA,5,NA,NA,DJ Smith,Australia in South Africa T20I Series,2,NA,NA,NA
951305,6,Hong Kong,Zimbabwe,male,2015/16,2016-03-08,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,Hong Kong,field,V Sibanda,Aleem Dar,IJ Gould,M Erasmus,J Srinath,Zimbabwe,14,NA,NA,NA,RK Illingworth,ICC World Twenty20,1,NA,NA,NA
951307,6,Afghanistan,Scotland,male,2015/16,2016-03-08,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,Afghanistan,bat,Mohammad Shahzad,M Erasmus,RK Illingworth,Aleem Dar,J Srinath,Afghanistan,14,NA,NA,NA,IJ Gould,ICC World Twenty20,2,NA,NA,NA
951309,6,Bangladesh,Netherlands,male,2015/16,2016-03-09,Himachal Pradesh Cricket Association Stadium,Dharamsala,Netherlands,field,Tamim Iqbal,S Ravi,RJ Tucker,CB Gaffaney,AJ Pycroft,Bangladesh,8,NA,NA,NA,NJ Llong,World T20,3,NA,NA,NA
951311,6,Ireland,Oman,male,2015/16,2016-03-09,Himachal Pradesh Cricket Association Stadium,Dharamsala,Ireland,bat,Amir Ali,CB Gaffaney,NJ Llong,S Ravi,AJ Pycroft,Oman,NA,2,NA,NA,RJ Tucker,World T20,4,NA,NA,NA
884351,6,South Africa,Australia,male,2015/16,2016-03-09,Newlands,Cape Town,South Africa,bat,HM Amla,S George,AT Holdstock,BP Jele,RB Richardson,Australia,NA,6,NA,NA,DJ Smith,Australia in South Africa T20I Series,3,NA,NA,NA
951313,6,Scotland,Zimbabwe,male,2015/16,2016-03-10,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,Zimbabwe,bat,WP Masakadza,Aleem Dar,M Erasmus,IJ Gould,J Srinath,Zimbabwe,11,NA,NA,NA,RK Illingworth,World T20,5,NA,NA,NA
951315,6,Afghanistan,Hong Kong,male,2015/16,2016-03-10,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,Hong Kong,bat,Mohammad Nabi,IJ Gould,RK Illingworth,M Erasmus,J Srinath,Afghanistan,NA,6,NA,NA,Aleem Dar,World T20,6,NA,NA,NA
951319,6,Bangladesh,Ireland,male,2015/16,2016-03-11,Himachal Pradesh Cricket Association Stadium,Dharamsala,Ireland,field,NA,NJ Llong,RJ Tucker,CB Gaffaney,AJ Pycroft,NA,NA,NA,no result,NA,S Ravi,World T20,8,NA,NA,NA
951321,6,Afghanistan,Zimbabwe,male,2015/16,2016-03-12,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,Afghanistan,bat,Mohammad Nabi,Aleem Dar,RK Illingworth,IJ Gould,J Srinath,Afghanistan,59,NA,NA,NA,M Erasmus,World T20,9,NA,NA,NA
951323,6,Hong Kong,Scotland,male,2015/16,2016-03-12,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,Hong Kong,bat,MW Machan,M Erasmus,IJ Gould,RK Illingworth,J Srinath,Scotland,NA,8,NA,NA,Aleem Dar,World T20,10,D/L,NA,NA
951325,6,Ireland,Netherlands,male,2015/16,2016-03-13,Himachal Pradesh Cricket Association Stadium,Dharamsala,Ireland,field,PA van Meekeren,NJ Llong,S Ravi,RJ Tucker,AJ Pycroft,Netherlands,12,NA,NA,NA,CB Gaffaney,World T20,11,NA,NA,NA
951327,6,Bangladesh,Oman,male,2015/16,2016-03-13,Himachal Pradesh Cricket Association Stadium,Dharamsala,Oman,field,Tamim Iqbal,CB Gaffaney,RJ Tucker,NJ Llong,AJ Pycroft,Bangladesh,54,NA,NA,NA,S Ravi,World T20,12,D/L,NA,NA
951329,6,India,New Zealand,male,2015/16,2016-03-15,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,New Zealand,bat,MJ Santner,HDPK Dharmasena,RK Illingworth,M Erasmus,RS Madugalle,New Zealand,47,NA,NA,NA,NJ Llong,World T20,13,NA,NA,NA
951331,6,England,West Indies,male,2015/16,2016-03-16,Wankhede Stadium,Mumbai,West Indies,field,CH Gayle,CB Gaffaney,RJ Tucker,PR Reiffel,DC Boon,West Indies,NA,6,NA,NA,S Ravi,World T20,15,NA,NA,NA
951333,6,Bangladesh,Pakistan,male,2015/16,2016-03-16,Eden Gardens,Kolkata,Pakistan,bat,Shahid Afridi,IJ Gould,RA Kettleborough,JS Wilson,BC Broad,Pakistan,55,NA,NA,NA,Aleem Dar,World T20,14,NA,NA,NA
951335,6,Afghanistan,Sri Lanka,male,2015/16,2016-03-17,Eden Gardens,Kolkata,Afghanistan,bat,TM Dilshan,BNJ Oxenford,JS Wilson,RA Kettleborough,BC Broad,Sri Lanka,NA,6,NA,NA,IJ Gould,World T20,16,NA,NA,NA
951337,6,Australia,New Zealand,male,2015/16,2016-03-18,Himachal Pradesh Cricket Association Stadium,Dharamsala,New Zealand,bat,MJ McClenaghan,M Erasmus,NJ Llong,RK Illingworth,RS Madugalle,New Zealand,8,NA,NA,NA,HDPK Dharmasena,World T20,17,NA,NA,NA
951339,6,England,South Africa,male,2015/16,2016-03-18,Wankhede Stadium,Mumbai,England,field,JE Root,S Ravi,PR Reiffel,RJ Tucker,DC Boon,England,NA,2,NA,NA,CB Gaffaney,World T20,18,NA,NA,NA
951341,6,India,Pakistan,male,2015/16,2016-03-19,Eden Gardens,Kolkata,India,field,V Kohli,IJ Gould,RA Kettleborough,BNJ Oxenford,BC Broad,India,NA,6,NA,NA,JS Wilson,World T20,19,NA,NA,NA
951343,6,Afghanistan,South Africa,male,2015/16,2016-03-20,Wankhede Stadium,Mumbai,South Africa,bat,CH Morris,CB Gaffaney,PR Reiffel,S Ravi,DC Boon,South Africa,37,NA,NA,NA,RJ Tucker,World T20,20,NA,NA,NA
951345,6,Sri Lanka,West Indies,male,2015/16,2016-03-20,M Chinnaswamy Stadium,Bangalore,West Indies,field,ADS Fletcher,Aleem Dar,JD Cloete,SD Fry,JJ Crowe,West Indies,NA,7,NA,NA,IJ Gould,World T20,21,NA,NA,NA
951349,6,New Zealand,Pakistan,male,2015/16,2016-03-22,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,New Zealand,bat,MJ Guptill,RK Illingworth,NJ Llong,HDPK Dharmasena,RS Madugalle,New Zealand,22,NA,NA,NA,M Erasmus,World T20,23,NA,NA,NA
951351,6,Afghanistan,England,male,2015/16,2016-03-23,Feroz Shah Kotla,Delhi,England,bat,MM Ali,S Ravi,RJ Tucker,CB Gaffaney,DC Boon,England,15,NA,NA,NA,PR Reiffel,World T20,24,NA,NA,NA
951353,6,India,Bangladesh,male,2015/16,2016-03-23,M Chinnaswamy Stadium,Bangalore,Bangladesh,field,R Ashwin,Aleem Dar,BNJ Oxenford,IJ Gould,BC Broad,India,1,NA,NA,NA,RA Kettleborough,World T20,25,NA,NA,NA
951355,6,Australia,Pakistan,male,2015/16,2016-03-25,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,Australia,bat,JP Faulkner,HDPK Dharmasena,M Erasmus,RK Illingworth,RS Madugalle,Australia,21,NA,NA,NA,NJ Llong,World T20,26,NA,NA,NA
951357,6,South Africa,West Indies,male,2015/16,2016-03-25,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,West Indies,field,MN Samuels,IJ Gould,RA Kettleborough,BNJ Oxenford,BC Broad,West Indies,NA,3,NA,NA,Aleem Dar,World T20,27,NA,NA,NA
951359,6,Bangladesh,New Zealand,male,2015/16,2016-03-26,Eden Gardens,Kolkata,New Zealand,bat,KS Williamson,JD Cloete,MA Gough,RSA Palliyaguruge,AJ Pycroft,New Zealand,75,NA,NA,NA,VA Kulkarni,World T20,28,NA,NA,NA
951361,6,England,Sri Lanka,male,2015/16,2016-03-26,Feroz Shah Kotla,Delhi,Sri Lanka,field,JC Buttler,PR Reiffel,RJ Tucker,CB Gaffaney,JJ Crowe,England,10,NA,NA,NA,S Ravi,World T20,29,NA,NA,NA
951365,6,Afghanistan,West Indies,male,2015/16,2016-03-27,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,West Indies,field,Najibullah Zadran,Aleem Dar,BNJ Oxenford,RA Kettleborough,BC Broad,Afghanistan,6,NA,NA,NA,IJ Gould,World T20,30,NA,NA,NA
951363,6,India,Australia,male,2015/16,2016-03-27,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,Australia,bat,V Kohli,HDPK Dharmasena,M Erasmus,RK Illingworth,RS Madugalle,India,NA,6,NA,NA,NJ Llong,World T20,31,NA,NA,NA
951367,6,South Africa,Sri Lanka,male,2015/16,2016-03-28,Feroz Shah Kotla,Delhi,South Africa,field,AM Phangiso,S Ravi,RJ Tucker,PR Reiffel,JJ Crowe,South Africa,NA,8,NA,NA,CB Gaffaney,World T20,32,NA,NA,NA
951369,6,England,New Zealand,male,2015/16,2016-03-30,Feroz Shah Kotla,Delhi,England,field,JJ Roy,HDPK Dharmasena,RJ Tucker,BNJ Oxenford,DC Boon,England,NA,7,NA,NA,JS Wilson,World T20,NA,NA,NA,NA
951371,6,India,West Indies,male,2015/16,2016-03-31,Wankhede Stadium,Mumbai,West Indies,field,LMP Simmons,IJ Gould,RA Kettleborough,M Erasmus,BC Broad,West Indies,NA,7,NA,NA,MA Gough,World T20,NA,NA,NA,NA
951373,6,England,West Indies,male,2015/16,2016-04-03,Eden Gardens,Kolkata,West Indies,field,MN Samuels,HDPK Dharmasena,RJ Tucker,M Erasmus,RS Madugalle,West Indies,NA,4,NA,NA,BNJ Oxenford,World T20,NA,NA,NA,NA
1007655,6,Zimbabwe,India,male,2016,2016-06-18,Harare Sports Club,NA,India,field,E Chigumbura,TJ Matibiri,RB Tiffin,L Rusere,RB Richardson,Zimbabwe,2,NA,NA,NA,S Rwaziyeni,India in Zimbabwe T20I Series,1,NA,NA,NA
1007657,6,Zimbabwe,India,male,2016,2016-06-20,Harare Sports Club,NA,Zimbabwe,bat,BB Sran,L Rusere,RB Tiffin,TJ Matibiri,RB Richardson,India,NA,10,NA,NA,O Chirombe,India in Zimbabwe T20I Series,2,NA,NA,NA
1007659,6,Zimbabwe,India,male,2016,2016-06-22,Harare Sports Club,NA,Zimbabwe,field,KM Jadhav,TJ Matibiri,RB Tiffin,L Rusere,RB Richardson,India,3,NA,NA,NA,I Chabi,India in Zimbabwe T20I Series,3,NA,NA,NA
913633,6,England,Sri Lanka,male,2016,2016-07-05,The Rose Bowl,Southampton,Sri Lanka,bat,JC Buttler,RJ Bailey,MA Gough,RT Robinson,DC Boon,England,NA,8,NA,NA,NGB Cook,NA,NA,NA,NA,NA
951347,6,Australia,Bangladesh,male,2015/16,2016-03-21,M Chinnaswamy Stadium,Bangalore,Australia,field,A Zampa,IJ Gould,RA Kettleborough,Aleem Dar,BC Broad,Australia,NA,3,NA,NA,BNJ Oxenford,World T20,22,NA,NA,NA
1041615,6,India,West Indies,male,2016,2016-08-27,Central Broward Regional Park Stadium Turf Ground,Lauderhill,India,field,E Lewis,N Duguid,JS Wilson,LS Reifer,RS Madugalle,West Indies,1,NA,NA,NA,PA Gustard,West Indies v India T20I Series,1,NA,NA,NA
1041617,6,India,West Indies,male,2016,2016-08-28,Central Broward Regional Park Stadium Turf Ground,Lauderhill,India,field,NA,LS Reifer,JS Wilson,N Duguid,RS Madugalle,NA,NA,NA,no result,NA,PA Gustard,West Indies v India T20I Series,2,NA,NA,NA
913663,6,England,Pakistan,male,2016,2016-09-07,Old Trafford,Manchester,England,bat,Wahab Riaz,MA Gough,RT Robinson,RJ Bailey,JJ Crowe,Pakistan,NA,9,NA,NA,NGB Cook,NA,NA,NA,NA,NA
995467,6,Sri Lanka,Australia,male,2016,2016-09-06,Pallekele International Cricket Stadium,NA,Sri Lanka,field,GJ Maxwell,REJ Martinesz,RR Wimalasiri,RSA Palliyaguruge,J Srinath,Australia,85,NA,NA,NA,ID Gunawardene,Australia in Sri Lanka T20I Series,1,NA,NA,NA
995469,6,Sri Lanka,Australia,male,2016,2016-09-09,R Premadasa Stadium,Colombo,Sri Lanka,bat,GJ Maxwell,REJ Martinesz,RSA Palliyaguruge,RR Wimalasiri,J Srinath,Australia,NA,4,NA,NA,LE Hannibal,Australia in Sri Lanka T20I Series,2,NA,NA,NA
1004729,6,Ireland,Hong Kong,male,2016,2016-09-05,"Bready Cricket Club, Magheramason",Londonderry,Hong Kong,bat,NA,R Black,AJ Neill,NA,DT Jukes,Hong Kong,40,NA,NA,NA,AJT Dowdalls,Hong Kong in Ireland T20I Series,1,NA,NA,NA
1050217,6,Pakistan,West Indies,male,2016/17,2016-09-23,Dubai International Cricket Stadium,NA,Pakistan,field,Imad Wasim,Ahsan Raza,Shozab Raza,Ahmed Shahab,AJ Pycroft,Pakistan,NA,9,NA,NA,Khalid Mahmood,Pakistan v West Indies T20I Series,1,NA,NA,NA
1050219,6,Pakistan,West Indies,male,2016/17,2016-09-24,Dubai International Cricket Stadium,NA,West Indies,field,Sarfraz Ahmed,Ahmed Shahab,Shozab Raza,Ahsan Raza,AJ Pycroft,Pakistan,16,NA,NA,NA,Khalid Mahmood,Pakistan v West Indies T20I Series,2,NA,NA,NA
1050221,6,Pakistan,West Indies,male,2016/17,2016-09-27,Sheikh Zayed Stadium,Abu Dhabi,Pakistan,field,Imad Wasim,Ahsan Raza,Shozab Raza,Ahmed Shahab,AJ Pycroft,Pakistan,NA,8,NA,NA,Khalid Mahmood,Pakistan v West Indies T20I Series,3,NA,NA,NA
1072206,6,United Arab Emirates,Afghanistan,male,2016/17,2016-12-14,ICC Academy,Dubai,Afghanistan,bat,Karim Janat,Ahmed Shah Durrani,Iftikhar Ali,NA,GF Labrooy,Afghanistan,11,NA,NA,NA,Akbar Ali,Afghanistan in United Arab Emirates T20I Series,1,NA,NA,NA
1072207,6,United Arab Emirates,Afghanistan,male,2016/17,2016-12-16,Dubai International Cricket Stadium,NA,United Arab Emirates,bat,Najibullah Zadran,Ahmed Shah Durrani,Akbar Ali,NA,GF Labrooy,Afghanistan,NA,5,NA,NA,Sachin Solanki,Afghanistan in United Arab Emirates T20I Series,2,NA,NA,NA
1072208,6,United Arab Emirates,Afghanistan,male,2016/17,2016-12-18,ICC Academy,Dubai,Afghanistan,bat,Rashid Khan,Akbar Ali,Iftikhar Ali,NA,GF Labrooy,Afghanistan,44,NA,NA,NA,Ahmed Shah Durrani,Afghanistan in United Arab Emirates T20I Series,3,NA,NA,NA
1019979,6,New Zealand,Bangladesh,male,2016/17,2017-01-03,McLean Park,Napier,Bangladesh,bat,KS Williamson,SB Haig,WR Knights,CM Brown,BC Broad,New Zealand,NA,6,NA,NA,AL Gillies,Bangladesh in New Zealand T20I Series,1,NA,NA,NA
1019981,6,New Zealand,Bangladesh,male,2016/17,2017-01-06,Bay Oval,Mount Maunganui,Bangladesh,field,C Munro,CM Brown,SB Haig,WR Knights,BC Broad,New Zealand,47,NA,NA,NA,AL Gillies,Bangladesh in New Zealand T20I Series,2,NA,NA,NA
1019983,6,New Zealand,Bangladesh,male,2016/17,2017-01-08,Bay Oval,Mount Maunganui,Bangladesh,field,CJ Anderson,CM Brown,WR Knights,SB Haig,BC Broad,New Zealand,27,NA,NA,NA,AL Gillies,Bangladesh in New Zealand T20I Series,3,NA,NA,NA
