match_id,balls_per_over,team1,team2,gender,season,date,venue,city,toss_winner,toss_decision,player_of_match,umpire1,umpire2,tv_umpire,match_referee,winner,winner_runs,winner_wickets,outcome,bowl_out,reserve_umpire,event,match_number,method,eliminator,toss_uncontested
211048,6,New Zealand,Australia,male,2004/05,2005-02-17,Eden Park,Auckland,Australia,bat,RT Ponting,BF Bowden,AL Hill,DB Cowie,CH Lloyd,Australia,44,NA,NA,NA,NA,NA,NA,NA,NA,NA
211028,6,England,Australia,male,2005,2005-06-13,The Rose Bowl,Southampton,England,bat,KP Pietersen,NJ Llong,JW Lloyds,MR Benson,JJ Crowe,England,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
222678,6,South Africa,New Zealand,male,2005/06,2005-10-21,New Wanderers Stadium,Johannesburg,New Zealand,field,JS Patel,IL Howell,BG Jerling,KH Hurter,BC Broad,New Zealand,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
226374,6,Australia,South Africa,male,2005/06,2006-01-09,"Brisbane Cricket Ground, Woolloongabba",Brisbane,Australia,bat,DR Martyn,BNJ Oxenford,RL Parry,NS McNamara,RG Archer,Australia,95,NA,NA,NA,NA,NA,NA,NA,NA,NA
237242,6,New Zealand,West Indies,male,2005/06,2006-02-16,Eden Park,Auckland,New Zealand,field,DR Smith,BF Bowden,AL Hill,BG Frost,MJ Procter,NA,NA,NA,tie,New Zealand,NA,NA,NA,NA,NA,NA
238195,6,South Africa,Australia,male,2005/06,2006-02-24,New Wanderers Stadium,Johannesburg,South Africa,bat,GC Smith,M Erasmus,KH Hurter,BG Jerling,BC Broad,South Africa,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
225271,6,England,Sri Lanka,male,2006,2006-06-15,The Rose Bowl,Southampton,Sri Lanka,bat,ST Jayasuriya,IJ Gould,NJ Llong,PJ Hartley,CH Lloyd,Sri Lanka,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
225263,6,England,Pakistan,male,2006,2006-08-28,County Ground,Bristol,England,bat,Shahid Afridi,PJ Hartley,NJ Llong,IJ Gould,MJ Procter,Pakistan,NA,5,NA,NA,NL Bainton,NA,NA,NA,NA,NA
255954,6,South Africa,India,male,2006/07,2006-12-01,New Wanderers Stadium,Johannesburg,South Africa,bat,KD Karthik,IL Howell,BG Jerling,KH Hurter,BC Broad,India,NA,6,NA,NA,ZTA Ndamane,NA,NA,NA,NA,NA
251487,6,New Zealand,Sri Lanka,male,2006/07,2006-12-22,Westpac Stadium,Wellington,New Zealand,bat,ST Jayasuriya,AL Hill,EA Watkin,GAV Baxter,J Srinath,Sri Lanka,18,NA,NA,NA,RD Anderson,Sri Lanka in New Zealand T20I Series,1,D/L,NA,NA
251488,6,New Zealand,Sri Lanka,male,2006/07,2006-12-26,Eden Park,Auckland,New Zealand,field,JEC Franklin,BF Bowden,AL Hill,GAV Baxter,J Srinath,New Zealand,NA,5,NA,NA,BG Frost,Sri Lanka in New Zealand T20I Series,2,NA,NA,NA
249227,6,Australia,England,male,2006/07,2007-01-09,Sydney Cricket Ground,NA,Australia,bat,CL White,PD Parker,RL Parry,RJ Tucker,RS Madugalle,Australia,77,NA,NA,NA,RD Goodger,NA,NA,NA,NA,NA
258463,6,England,West Indies,male,2007,2007-06-28,Kennington Oval,London,West Indies,bat,PD Collingwood,PJ Hartley,NJ Llong,IJ Gould,MJ Procter,West Indies,15,NA,NA,NA,RT Robinson,West Indies in England T20I Series,1,NA,NA,NA
258464,6,England,West Indies,male,2007,2007-06-29,Kennington Oval,London,West Indies,bat,OA Shah,IJ Gould,NJ Llong,PJ Hartley,MJ Procter,England,NA,5,NA,NA,NL Bainton,West Indies in England T20I Series,2,NA,NA,NA
306987,6,Kenya,Bangladesh,male,2007/08,2007-09-01,Gymkhana Club Ground,Nairobi,Bangladesh,field,Nazimuddin,R D'Mello,SR Modi,NA,MJ Procter,Bangladesh,NA,5,NA,NA,NA Shah,Twenty20 Quadrangular (in Kenya),1,NA,NA,NA
306989,6,Bangladesh,Pakistan,male,2007/08,2007-09-02,Gymkhana Club Ground,Nairobi,Bangladesh,field,Imran Nazir,R D'Mello,SR Modi,NA,MJ Procter,Pakistan,30,NA,NA,NA,NA Shah,Twenty20 Quadrangular (in Kenya),2,NA,NA,NA
306991,6,Kenya,Pakistan,male,2007/08,2007-09-04,Gymkhana Club Ground,Nairobi,Kenya,bat,Younis Khan,SR Modi,IO Oyieko,NA,MJ Procter,Pakistan,NA,8,NA,NA,NA Shah,Twenty20 Quadrangular (in Kenya),3,NA,NA,NA
287853,6,South Africa,West Indies,male,2007/08,2007-09-11,New Wanderers Stadium,Johannesburg,South Africa,field,CH Gayle,MR Benson,DJ Harper,NJ Llong,BC Broad,South Africa,NA,8,NA,NA,KH Hurter,ICC World Twenty20,1,NA,NA,NA
287856,6,Australia,Zimbabwe,male,2007/08,2007-09-12,Newlands,Cape Town,Australia,bat,BRM Taylor,Asad Rauf,AL Hill,IL Howell,RS Madugalle,Zimbabwe,NA,5,NA,NA,M Erasmus,ICC World Twenty20,4,NA,NA,NA
287855,6,Pakistan,Scotland,male,2007/08,2007-09-12,Kingsmead,Durban,Scotland,field,Shahid Afridi,SJ Davis,SJA Taufel,BR Doctrove,MJ Procter,Pakistan,51,NA,NA,NA,BG Jerling,ICC World Twenty20,3,NA,NA,NA
287854,6,Kenya,New Zealand,male,2007/08,2007-09-12,Kingsmead,Durban,New Zealand,field,MR Gillespie,BR Doctrove,SJA Taufel,SJ Davis,MJ Procter,New Zealand,NA,9,NA,NA,BG Jerling,ICC World Twenty20,2,NA,NA,NA
287857,6,Bangladesh,West Indies,male,2007/08,2007-09-13,New Wanderers Stadium,Johannesburg,Bangladesh,field,Mohammad Ashraful,MR Benson,NJ Llong,DJ Harper,BC Broad,Bangladesh,NA,6,NA,NA,KH Hurter,ICC World Twenty20,5,NA,NA,NA
287858,6,England,Zimbabwe,male,2007/08,2007-09-13,Newlands,Cape Town,England,bat,KP Pietersen,Asad Rauf,AL Hill,IL Howell,RS Madugalle,England,50,NA,NA,NA,M Erasmus,ICC World Twenty20,6,NA,NA,NA
287861,6,Australia,England,male,2007/08,2007-09-14,Newlands,Cape Town,England,bat,NW Bracken,Asad Rauf,IL Howell,AL Hill,RS Madugalle,Australia,NA,8,NA,NA,M Erasmus,ICC World Twenty20,9,NA,NA,NA
287862,6,India,Pakistan,male,2007/08,2007-09-14,Kingsmead,Durban,Pakistan,field,Mohammad Asif,BR Doctrove,SJA Taufel,SJ Davis,MJ Procter,NA,NA,NA,tie,India,BG Jerling,ICC World Twenty20,10,NA,NA,NA
287860,6,Kenya,Sri Lanka,male,2007/08,2007-09-14,New Wanderers Stadium,Johannesburg,Kenya,field,ST Jayasuriya,DJ Harper,NJ Llong,MR Benson,BC Broad,Sri Lanka,172,NA,NA,NA,KH Hurter,ICC World Twenty20,8,NA,NA,NA
287863,6,New Zealand,Sri Lanka,male,2007/08,2007-09-15,New Wanderers Stadium,Johannesburg,New Zealand,bat,ST Jayasuriya,MR Benson,DJ Harper,NJ Llong,BC Broad,Sri Lanka,NA,7,NA,NA,KH Hurter,ICC World Twenty20,11,NA,NA,NA
287864,6,South Africa,Bangladesh,male,2007/08,2007-09-15,Newlands,Cape Town,South Africa,field,M Morkel,Asad Rauf,AL Hill,IL Howell,RS Madugalle,South Africa,NA,7,NA,NA,M Erasmus,ICC World Twenty20,12,NA,NA,NA
287865,6,India,New Zealand,male,2007/08,2007-09-16,New Wanderers Stadium,Johannesburg,India,field,DL Vettori,MR Benson,NJ Llong,DJ Harper,BC Broad,New Zealand,10,NA,NA,NA,KH Hurter,ICC World Twenty20,13,NA,NA,NA
287866,6,Australia,Bangladesh,male,2007/08,2007-09-16,Newlands,Cape Town,Australia,field,B Lee,Asad Rauf,IL Howell,AL Hill,RS Madugalle,Australia,NA,9,NA,NA,M Erasmus,ICC World Twenty20,14,NA,NA,NA
287867,6,South Africa,England,male,2007/08,2007-09-16,Newlands,Cape Town,England,field,JA Morkel,Asad Rauf,AL Hill,IL Howell,RS Madugalle,South Africa,19,NA,NA,NA,M Erasmus,ICC World Twenty20,15,NA,NA,NA
287868,6,Pakistan,Sri Lanka,male,2007/08,2007-09-17,New Wanderers Stadium,Johannesburg,Sri Lanka,field,Younis Khan,DJ Harper,NJ Llong,MR Benson,BC Broad,Pakistan,33,NA,NA,NA,KH Hurter,ICC World Twenty20,16,NA,NA,NA
287870,6,Australia,Pakistan,male,2007/08,2007-09-18,New Wanderers Stadium,Johannesburg,Pakistan,field,Misbah-ul-Haq,MR Benson,NJ Llong,DJ Harper,BC Broad,Pakistan,NA,6,NA,NA,KH Hurter,ICC World Twenty20,18,NA,NA,NA
287869,6,England,New Zealand,male,2007/08,2007-09-18,Kingsmead,Durban,England,field,CD McMillan,BR Doctrove,SJA Taufel,SJ Davis,MJ Procter,New Zealand,5,NA,NA,NA,BG Jerling,ICC World Twenty20,17,NA,NA,NA
287871,6,Bangladesh,Sri Lanka,male,2007/08,2007-09-18,New Wanderers Stadium,Johannesburg,Bangladesh,field,CRD Fernando,MR Benson,DJ Harper,NJ Llong,BC Broad,Sri Lanka,64,NA,NA,NA,KH Hurter,ICC World Twenty20,19,NA,NA,NA
287872,6,South Africa,New Zealand,male,2007/08,2007-09-19,Kingsmead,Durban,South Africa,field,JM Kemp,BR Doctrove,SJA Taufel,SJ Davis,RS Madugalle,South Africa,NA,6,NA,NA,BG Jerling,ICC World Twenty20,20,NA,NA,NA
287873,6,England,India,male,2007/08,2007-09-19,Kingsmead,Durban,India,bat,Yuvraj Singh,BR Doctrove,SJA Taufel,SJ Davis,RS Madugalle,India,18,NA,NA,NA,BG Jerling,ICC World Twenty20,21,NA,NA,NA
287876,6,South Africa,India,male,2007/08,2007-09-20,Kingsmead,Durban,India,bat,RG Sharma,BR Doctrove,SJA Taufel,SJ Davis,RS Madugalle,India,37,NA,NA,NA,BG Jerling,ICC World Twenty20,24,NA,NA,NA
287874,6,Australia,Sri Lanka,male,2007/08,2007-09-20,Newlands,Cape Town,Australia,field,SR Clark,Asad Rauf,IL Howell,AL Hill,RS Madugalle,Australia,NA,10,NA,NA,M Erasmus,ICC World Twenty20,22,NA,NA,NA
287875,6,Bangladesh,Pakistan,male,2007/08,2007-09-20,Newlands,Cape Town,Pakistan,field,Junaid Siddique,AL Hill,IL Howell,Asad Rauf,MJ Procter,Pakistan,NA,4,NA,NA,M Erasmus,ICC World Twenty20,23,NA,NA,NA
287878,6,Australia,India,male,2007/08,2007-09-22,Kingsmead,Durban,India,bat,Yuvraj Singh,Asad Rauf,MR Benson,BR Doctrove,BC Broad,India,15,NA,NA,NA,AL Hill,ICC World Twenty20,NA,NA,NA,NA
287877,6,New Zealand,Pakistan,male,2007/08,2007-09-22,Newlands,Cape Town,New Zealand,bat,Umar Gul,DJ Harper,SJA Taufel,IL Howell,MJ Procter,Pakistan,NA,6,NA,NA,NJ Llong,ICC World Twenty20,NA,NA,NA,NA
287879,6,India,Pakistan,male,2007/08,2007-09-24,New Wanderers Stadium,Johannesburg,India,bat,IK Pathan,MR Benson,SJA Taufel,DJ Harper,RS Madugalle,India,5,NA,NA,NA,BR Doctrove,ICC World Twenty20,NA,NA,NA,NA
297800,6,India,Australia,male,2007/08,2007-10-20,Brabourne Stadium,Mumbai,Australia,bat,G Gambhir,AM Saheba,SL Shastri,GA Pratapkumar,BC Broad,India,NA,7,NA,NA,P Bhanu Prakash,NA,NA,NA,NA,NA
298795,6,South Africa,New Zealand,male,2007/08,2007-11-23,New Wanderers Stadium,Johannesburg,South Africa,field,AB de Villiers,IL Howell,BG Jerling,M Erasmus,J Srinath,South Africa,NA,3,NA,NA,ZTA Ndamane,NA,NA,NA,NA,NA
291343,6,Australia,New Zealand,male,2007/08,2007-12-11,Western Australia Cricket Association Ground,Perth,Australia,bat,A Symonds,SJ Davis,PD Parker,BNJ Oxenford,RS Mahanama,Australia,54,NA,NA,NA,IH Lock,NA,NA,NA,NA,NA
319112,6,South Africa,West Indies,male,2007/08,2007-12-16,St George's Park,Port Elizabeth,West Indies,field,JE Taylor,IL Howell,BG Jerling,M Erasmus,RS Madugalle,West Indies,NA,5,NA,NA,LJ Willemse,West Indies in South Africa T20I Series,1,NA,NA,NA
298804,6,South Africa,West Indies,male,2007/08,2008-01-18,New Wanderers Stadium,Johannesburg,South Africa,field,SM Pollock,BG Jerling,RE Koertzen,IL Howell,J Srinath,South Africa,NA,4,NA,NA,ZTA Ndamane,West Indies in South Africa T20I Series,2,NA,NA,NA
291356,6,Australia,India,male,2007/08,2008-02-01,Melbourne Cricket Ground,NA,India,bat,MJ Clarke,BNJ Oxenford,SJA Taufel,RL Parry,JJ Crowe,Australia,NA,9,NA,NA,AP Ward,NA,NA,NA,NA,NA
300435,6,New Zealand,England,male,2007/08,2008-02-05,Eden Park,Auckland,New Zealand,field,AD Mascarenhas,GAV Baxter,BF Bowden,EA Watkin,AG Hurst,England,32,NA,NA,NA,BG Frost,England in New Zealand T20I Series,1,NA,NA,NA
300436,6,New Zealand,England,male,2007/08,2008-02-07,Jade Stadium,Christchurch,England,bat,PD Collingwood,GAV Baxter,BF Bowden,EA Watkin,AG Hurst,England,50,NA,NA,NA,DM Quested,England in New Zealand T20I Series,2,NA,NA,NA
343764,6,Pakistan,Bangladesh,male,2007/08,2008-04-20,National Stadium,Karachi,Pakistan,bat,Misbah-ul-Haq,Nadeem Ghauri,Zameer Haider,Saleem Badar,MJ Procter,Pakistan,102,NA,NA,NA,Khalid Mahmood,NA,NA,NA,NA,NA
296903,6,England,New Zealand,male,2008,2008-06-13,Old Trafford,Manchester,England,field,IR Bell,IJ Gould,PJ Hartley,RA Kettleborough,J Srinath,England,NA,9,NA,NA,JW Holder,NA,NA,NA,NA,NA
319142,6,West Indies,Australia,male,2008,2008-06-20,"Kensington Oval, Bridgetown",Barbados,West Indies,field,XM Marshall,BR Doctrove,CR Duncan,GE Greaves,RS Mahanama,West Indies,NA,7,NA,NA,VV Bullen,NA,NA,NA,NA,NA
354456,6,Bermuda,Scotland,male,2008,2008-08-03,"Civil Service Cricket Club, Stormont",Belfast,Scotland,field,JD Nel,NG Bagh,Sarika Prasad,NA,BC Broad,Scotland,NA,8,NA,NA,K Smith,ICC World Twenty20 Qualifier,4,NA,NA,NA
361531,6,Netherlands,Scotland,male,2008,2008-08-04,"Civil Service Cricket Club, Stormont",Belfast,Netherlands,field,RN ten Doeschate,NG Bagh,PK Baldwin,NA,BC Broad,Netherlands,NA,5,NA,NA,I Reid,ICC World Twenty20 Qualifier,NA,NA,NA,NA
361530,6,Ireland,Kenya,male,2008,2008-08-04,"Civil Service Cricket Club, Stormont",Belfast,Ireland,field,AC Botha,DB Hair,Sarika Prasad,NA,BC Broad,Ireland,NA,4,NA,NA,K Smith,ICC World Twenty20 Qualifier,NA,NA,NA,NA
361656,6,Pakistan,Sri Lanka,male,2008/09,2008-10-11,Maple Leaf North-West Ground,King City,Pakistan,field,Shoaib Malik,K Bayney,MR Benson,K Shanthikumar,JJ Crowe,Pakistan,NA,3,NA,NA,H Grewal,T20 Canada,4,NA,NA,NA
361660,6,Pakistan,Sri Lanka,male,2008/09,2008-10-13,Maple Leaf North-West Ground,King City,Sri Lanka,field,ST Jayasuriya,K Bayney,MR Benson,AR Maddela,JJ Crowe,Sri Lanka,NA,5,NA,NA,H Grewal,T20 Canada,NA,NA,NA,NA
350347,6,South Africa,Bangladesh,male,2008/09,2008-11-05,New Wanderers Stadium,Johannesburg,Bangladesh,field,Abdur Razzak,M Erasmus,BG Jerling,IL Howell,RS Mahanama,South Africa,12,NA,NA,NA,ZTA Ndamane,NA,NA,D/L,NA,NA
366707,6,New Zealand,West Indies,male,2008/09,2008-12-26,"Eden Park, Auckland",Auckland,New Zealand,bat,CH Gayle,BF Bowden,AL Hill,EA Watkin,J Srinath,NA,NA,NA,tie,NA,WR Knights,West Indies tour of New Zealand,1,NA,West Indies,NA
366708,6,New Zealand,West Indies,male,2008/09,2008-12-28,Seddon Park,Hamilton,New Zealand,bat,JD Ryder,GAV Baxter,EA Watkin,AL Hill,J Srinath,New Zealand,36,NA,NA,NA,BF Bowden,West Indies in New Zealand T20I Series,2,NA,NA,NA
351694,6,Australia,South Africa,male,2008/09,2009-01-11,Melbourne Cricket Ground,NA,Australia,bat,DA Warner,BNJ Oxenford,RJ Tucker,PR Reiffel,RS Madugalle,Australia,52,NA,NA,NA,GC Joshua,South Africa in Australia T20I Series,1,NA,NA,NA
351695,6,Australia,South Africa,male,2008/09,2009-01-13,"Brisbane Cricket Ground, Woolloongabba",Brisbane,South Africa,bat,MEK Hussey,PR Reiffel,RJ Tucker,BNJ Oxenford,RS Madugalle,Australia,NA,6,NA,NA,NS McNamara,South Africa in Australia T20I Series,2,NA,NA,NA
386535,6,Sri Lanka,India,male,2008/09,2009-02-10,R Premadasa Stadium,Colombo,Sri Lanka,bat,YK Pathan,MG Silva,TH Wijewardene,HDPK Dharmasena,BC Broad,India,NA,3,NA,NA,RD Kottahachchi,NA,NA,NA,NA,NA
351696,6,Australia,New Zealand,male,2008/09,2009-02-15,Sydney Cricket Ground,NA,Australia,bat,NW Bracken,BNJ Oxenford,PR Reiffel,RJ Tucker,RS Mahanama,Australia,1,NA,NA,NA,GA Abood,NA,NA,NA,NA,NA
386494,6,New Zealand,India,male,2008/09,2009-02-25,AMI Stadium,Christchurch,New Zealand,field,BB McCullum,GAV Baxter,EA Watkin,AL Hill,RS Madugalle,New Zealand,NA,7,NA,NA,DM Quested,India in New Zealand T20I Series,1,NA,NA,NA
366622,6,New Zealand,India,male,2008/09,2009-02-27,Westpac Stadium,Wellington,New Zealand,field,BB McCullum,GAV Baxter,AL Hill,EA Watkin,RS Madugalle,New Zealand,NA,5,NA,NA,PD Jones,India in New Zealand T20I Series,2,NA,NA,NA
352674,6,West Indies,England,male,2008/09,2009-03-15,"Queen's Park Oval, Port of Spain",Trinidad,West Indies,field,RR Sarwan,CR Duncan,NA Malcolm,CE Mack,J Srinath,West Indies,NA,6,NA,NA,T Birbal,NA,NA,NA,NA,NA
350475,6,South Africa,Australia,male,2008/09,2009-03-27,New Wanderers Stadium,Johannesburg,South Africa,field,DJ Hussey,M Erasmus,RE Koertzen,BG Jerling,JJ Crowe,South Africa,NA,4,NA,NA,ZTA Ndamane,Australia in South Africa T20I Series,1,NA,NA,NA
350476,6,South Africa,Australia,male,2008/09,2009-03-29,SuperSport Park,Centurion,Australia,field,RE van der Merwe,M Erasmus,BG Jerling,RE Koertzen,JJ Crowe,South Africa,17,NA,NA,NA,ZTA Ndamane,Australia in South Africa T20I Series,2,NA,NA,NA
392615,6,Australia,Pakistan,male,2009,2009-05-07,Dubai International Cricket Stadium,NA,Pakistan,field,Shahid Afridi,Aleem Dar,Zameer Haider,Nadeem Ghauri,JJ Crowe,Pakistan,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
355991,6,England,Netherlands,male,2009,2009-06-05,Lord's,London,Netherlands,field,TN de Grooth,SJ Davis,EAR de Silva,AL Hill,AG Hurst,Netherlands,NA,4,NA,NA,M Erasmus,ICC World Twenty20,1,NA,NA,NA
355992,6,New Zealand,Scotland,male,2009,2009-06-06,Kennington Oval,London,New Zealand,field,IG Butler,BR Doctrove,DJ Harper,RE Koertzen,RS Madugalle,New Zealand,NA,7,NA,NA,MR Benson,ICC World Twenty20,2,NA,NA,NA
355994,6,Bangladesh,India,male,2009,2009-06-06,Trent Bridge,Nottingham,India,bat,PP Ojha,BF Bowden,SJA Taufel,NJ Llong,BC Broad,India,25,NA,NA,NA,IJ Gould,ICC World Twenty20,4,NA,NA,NA
355993,6,Australia,West Indies,male,2009,2009-06-06,Kennington Oval,London,Australia,bat,CH Gayle,Aleem Dar,Asad Rauf,MR Benson,RS Madugalle,West Indies,NA,7,NA,NA,RJ Tucker,ICC World Twenty20,3,NA,NA,NA
355995,6,Scotland,South Africa,male,2009,2009-06-07,Kennington Oval,London,Scotland,field,AB de Villiers,Asad Rauf,AM Saheba,DJ Harper,RS Madugalle,South Africa,130,NA,NA,NA,BR Doctrove,ICC World Twenty20,5,NA,NA,NA
355996,6,England,Pakistan,male,2009,2009-06-07,Kennington Oval,London,Pakistan,field,LJ Wright,BR Doctrove,DJ Harper,AM Saheba,RS Madugalle,England,48,NA,NA,NA,Asad Rauf,ICC World Twenty20,6,NA,NA,NA
355997,6,Bangladesh,Ireland,male,2009,2009-06-08,Trent Bridge,Nottingham,Ireland,field,NJ O'Brien,NJ Llong,SJA Taufel,IJ Gould,BC Broad,Ireland,NA,6,NA,NA,Asad Rauf,ICC World Twenty20,7,NA,NA,NA
355998,6,Australia,Sri Lanka,male,2009,2009-06-08,Trent Bridge,Nottingham,Sri Lanka,field,KC Sangakkara,BF Bowden,IJ Gould,NJ Llong,BC Broad,Sri Lanka,NA,6,NA,NA,SJA Taufel,ICC World Twenty20,8,NA,NA,NA
355999,6,Netherlands,Pakistan,male,2009,2009-06-09,Lord's,London,Pakistan,bat,Kamran Akmal,BR Doctrove,AM Saheba,DJ Harper,AG Hurst,Pakistan,82,NA,NA,NA,SJA Taufel,ICC World Twenty20,9,NA,NA,NA
356000,6,New Zealand,South Africa,male,2009,2009-06-09,Lord's,London,New Zealand,field,RE van der Merwe,Asad Rauf,DJ Harper,AM Saheba,AG Hurst,South Africa,1,NA,NA,NA,BR Doctrove,ICC World Twenty20,10,NA,NA,NA
356002,6,Sri Lanka,West Indies,male,2009,2009-06-10,Trent Bridge,Nottingham,West Indies,field,ST Jayasuriya,BF Bowden,SJA Taufel,IJ Gould,BC Broad,Sri Lanka,15,NA,NA,NA,NJ Llong,ICC World Twenty20,11,NA,NA,NA
356001,6,India,Ireland,male,2009,2009-06-10,Trent Bridge,Nottingham,India,field,Z Khan,IJ Gould,NJ Llong,BF Bowden,BC Broad,India,NA,8,NA,NA,SJA Taufel,ICC World Twenty20,12,NA,NA,NA
356003,6,Ireland,New Zealand,male,2009,2009-06-11,Trent Bridge,Nottingham,Ireland,field,AJ Redmond,EAR de Silva,M Erasmus,SJ Davis,AG Hurst,New Zealand,83,NA,NA,NA,AL Hill,ICC World Twenty20,13,NA,NA,NA
356004,6,England,South Africa,male,2009,2009-06-11,Trent Bridge,Nottingham,England,bat,JH Kallis,SJ Davis,AL Hill,EAR de Silva,AG Hurst,South Africa,NA,7,NA,NA,M Erasmus,ICC World Twenty20,14,NA,NA,NA
356006,6,India,West Indies,male,2009,2009-06-12,Lord's,London,India,bat,DJ Bravo,Aleem Dar,RE Koertzen,MR Benson,BC Broad,West Indies,NA,7,NA,NA,RJ Tucker,ICC World Twenty20,16,NA,NA,NA
356005,6,Pakistan,Sri Lanka,male,2009,2009-06-12,Lord's,London,Sri Lanka,bat,TM Dilshan,MR Benson,RE Koertzen,RJ Tucker,BC Broad,Sri Lanka,19,NA,NA,NA,Aleem Dar,ICC World Twenty20,15,NA,NA,NA
356008,6,New Zealand,Pakistan,male,2009,2009-06-13,Kennington Oval,London,New Zealand,bat,Umar Gul,MR Benson,RJ Tucker,RE Koertzen,RS Madugalle,Pakistan,NA,6,NA,NA,Aleem Dar,ICC World Twenty20,18,NA,NA,NA
356007,6,South Africa,West Indies,male,2009,2009-06-13,Kennington Oval,London,West Indies,field,WD Parnell,Aleem Dar,MR Benson,RJ Tucker,RS Madugalle,South Africa,20,NA,NA,NA,RE Koertzen,ICC World Twenty20,17,NA,NA,NA
356010,6,England,India,male,2009,2009-06-14,Lord's,London,India,field,RJ Sidebottom,SJ Davis,EAR de Silva,M Erasmus,AG Hurst,England,3,NA,NA,NA,AL Hill,ICC World Twenty20,20,NA,NA,NA
356009,6,Ireland,Sri Lanka,male,2009,2009-06-14,Lord's,London,Sri Lanka,bat,DPMD Jayawardene,M Erasmus,AL Hill,SJ Davis,AG Hurst,Sri Lanka,9,NA,NA,NA,EAR de Silva,ICC World Twenty20,19,NA,NA,NA
356012,6,Ireland,Pakistan,male,2009,2009-06-15,Kennington Oval,London,Pakistan,bat,Kamran Akmal,RE Koertzen,RJ Tucker,MR Benson,RS Madugalle,Pakistan,39,NA,NA,NA,Aleem Dar,ICC World Twenty20,21,NA,NA,NA
356011,6,England,West Indies,male,2009,2009-06-15,Kennington Oval,London,England,bat,RR Sarwan,Aleem Dar,RE Koertzen,RJ Tucker,RS Madugalle,West Indies,NA,5,NA,NA,MR Benson,ICC World Twenty20,22,D/L,NA,NA
356013,6,New Zealand,Sri Lanka,male,2009,2009-06-16,Trent Bridge,Nottingham,Sri Lanka,bat,BAW Mendis,SJ Davis,SJA Taufel,NJ Llong,BC Broad,Sri Lanka,48,NA,NA,NA,BF Bowden,ICC World Twenty20,23,NA,NA,NA
356014,6,India,South Africa,male,2009,2009-06-16,Trent Bridge,Nottingham,South Africa,bat,AB de Villiers,BF Bowden,IJ Gould,SJA Taufel,BC Broad,South Africa,12,NA,NA,NA,NJ Llong,ICC World Twenty20,24,NA,NA,NA
356015,6,Pakistan,South Africa,male,2009,2009-06-18,Trent Bridge,Nottingham,Pakistan,bat,Shahid Afridi,BF Bowden,SJ Davis,SJA Taufel,BC Broad,Pakistan,7,NA,NA,NA,RJ Tucker,ICC World Twenty20,NA,NA,NA,NA
356016,6,Sri Lanka,West Indies,male,2009,2009-06-19,Kennington Oval,London,West Indies,field,TM Dilshan,Aleem Dar,RE Koertzen,DJ Harper,AG Hurst,Sri Lanka,57,NA,NA,NA,AM Saheba,ICC World Twenty20,NA,NA,NA,NA
356017,6,Pakistan,Sri Lanka,male,2009,2009-06-21,Lord's,London,Sri Lanka,bat,Shahid Afridi,DJ Harper,SJA Taufel,SJ Davis,BC Broad,Pakistan,NA,8,NA,NA,BF Bowden,ICC World Twenty20,NA,NA,NA,NA
401076,6,West Indies,Bangladesh,male,2009,2009-08-02,"Warner Park, Basseterre",St Kitts,Bangladesh,bat,DJG Sammy,CR Duncan,NA Malcolm,CE Mack,RS Mahanama,West Indies,NA,5,NA,NA,GE Greaves,NA,NA,NA,NA,NA
403375,6,Sri Lanka,Pakistan,male,2009,2009-08-12,R Premadasa Stadium,Colombo,Pakistan,bat,Shahid Afridi,EAR de Silva,TH Wijewardene,MG Silva,AG Hurst,Pakistan,52,NA,NA,NA,AG Dissanayake,NA,NA,NA,NA,NA
350050,6,England,Australia,male,2009,2009-08-30,Old Trafford,Manchester,England,field,NA,IJ Gould,RA Kettleborough,PJ Hartley,RS Madugalle,NA,NA,NA,no result,NA,DJ Millns,Australia in England T20I Series,1,NA,NA,NA
403385,6,Sri Lanka,New Zealand,male,2009,2009-09-02,R Premadasa Stadium,Colombo,New Zealand,bat,DL Vettori,EAR de Silva,HDPK Dharmasena,MG Silva,AJ Pycroft,New Zealand,3,NA,NA,NA,RSA Palliyaguruge,New Zealand in Sri Lanka T20I Series,1,NA,NA,NA
403386,6,Sri Lanka,New Zealand,male,2009,2009-09-04,R Premadasa Stadium,Colombo,New Zealand,bat,JD Ryder,MG Silva,TH Wijewardene,HDPK Dharmasena,AJ Pycroft,New Zealand,22,NA,NA,NA,SH Sarathkumara,New Zealand in Sri Lanka T20I Series,2,NA,NA,NA
426723,6,New Zealand,Pakistan,male,2009/10,2009-11-12,Dubai International Cricket Stadium,NA,New Zealand,field,Imran Nazir,Nadeem Ghauri,Zameer Haider,NA,AJ Pycroft,Pakistan,49,NA,NA,NA,Iftikhar Ali,Pakistan v New Zealand T20I Series,1,NA,NA,NA
426724,6,New Zealand,Pakistan,male,2009/10,2009-11-13,Dubai International Cricket Stadium,NA,Pakistan,bat,Umar Akmal,Nadeem Ghauri,Zameer Haider,Ahsan Raza,AJ Pycroft,Pakistan,7,NA,NA,NA,Iftikhar Ali,Pakistan v New Zealand T20I Series,2,NA,NA,NA
